Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2023-10-28 Kl. 00-01;1.02991;1.02991;0.59105;0.47284;1.02991
2023-10-28 Kl. 01-02;0.98233;0.98233;0.53637;0.42910;0.98233
2023-10-28 Kl. 02-03;0.92485;0.92485;0.51939;0.41551;0.92485
2023-10-28 Kl. 03-04;0.83959;0.83959;0.50830;0.40664;0.83959
2023-10-28 Kl. 04-05;0.86781;0.86781;0.52279;0.41823;0.86781
2023-10-28 Kl. 05-06;0.89043;0.89043;0.58765;0.47012;0.89043
2023-10-28 Kl. 06-07;0.95174;0.95174;0.61706;0.49365;0.95174
2023-10-28 Kl. 07-08;1.02621;1.02621;0.70172;0.56138;1.02621
2023-10-28 Kl. 08-09;1.23648;1.23648;0.58721;0.46977;1.23648
2023-10-28 Kl. 09-10;1.28361;1.28361;0.60716;0.48573;1.28361
2023-10-28 Kl. 10-11;1.21446;1.21446;0.64351;0.51481;1.21446
2023-10-28 Kl. 11-12;1.03065;1.03065;0.60656;0.48525;1.03065
2023-10-28 Kl. 12-13;1.00745;1.00745;0.61056;0.48845;1.00745
2023-10-28 Kl. 13-14;0.97923;0.97923;0.60450;0.48360;0.97923
2023-10-28 Kl. 14-15;1.05134;1.05134;0.59046;0.47237;1.05134
2023-10-28 Kl. 15-16;1.12211;1.12211;0.59105;0.47284;1.12211
2023-10-28 Kl. 16-17;1.25672;1.25672;0.54761;0.43809;1.25672
2023-10-28 Kl. 17-18;1.76931;1.76931;0.56356;0.45085;1.76931
2023-10-28 Kl. 18-19;2.05288;2.05288;0.56076;0.44861;2.05288
2023-10-28 Kl. 19-20;1.32913;1.32913;0.66345;0.53076;1.32913
2023-10-28 Kl. 20-21;1.01646;1.01646;1.01646;0.81317;1.01646
2023-10-28 Kl. 21-22;0.91480;0.91480;0.91480;0.73184;0.91480
2023-10-28 Kl. 22-23;0.86500;0.86500;0.86500;0.69200;0.86500
2023-10-28 Kl. 23-00;0.74843;0.74843;0.68474;0.54779;0.74843
2023-10-29 Kl. 00-01;0.73044;0.73044;0.50598;0.40478;0.73044
2023-10-29 Kl. 01-02;0.58498;0.58498;0.40074;0.32059;0.58498
2023-10-29 Kl. 02-02;0.32940;0.32940;0.32940;0.26352;0.32940
2023-10-29 Kl. 02-03;0.32940;0.32940;0.32940;0.26352;0.32940
2023-10-29 Kl. 03-04;0.31171;0.31171;0.32425;0.24937;0.32425
2023-10-29 Kl. 04-05;0.32351;0.32351;0.32543;0.25881;0.32543
2023-10-29 Kl. 05-06;0.33647;0.33647;0.33647;0.26918;0.33647
2023-10-29 Kl. 06-07;0.36861;0.36861;0.36861;0.29489;0.36861
2023-10-29 Kl. 07-08;0.48078;0.48078;0.37643;0.30114;0.48078
2023-10-29 Kl. 08-09;0.55004;0.55004;0.35785;0.28628;0.55004
2023-10-29 Kl. 09-10;0.58954;0.58954;0.35269;0.28215;0.58954
2023-10-29 Kl. 10-11;0.62094;0.62094;0.34400;0.27520;0.62094
2023-10-29 Kl. 11-12;0.62418;0.62418;0.34930;0.27944;0.62418
2023-10-29 Kl. 12-13;0.61636;0.61636;0.34031;0.27225;0.61636
2023-10-29 Kl. 13-14;0.61519;0.61519;0.33044;0.26435;0.61519
2023-10-29 Kl. 14-15;0.62771;0.62771;0.33854;0.27083;0.62771
2023-10-29 Kl. 15-16;0.81076;0.81076;0.50479;0.40383;0.81076
2023-10-29 Kl. 16-17;0.89404;0.89404;0.89404;0.71523;0.89404
2023-10-29 Kl. 17-18;0.97024;0.97024;0.97024;0.77619;0.97024
2023-10-29 Kl. 18-19;1.00295;1.00295;0.86500;0.69200;1.00295
2023-10-29 Kl. 19-20;0.96419;0.96419;0.65011;0.52009;0.96419
2023-10-29 Kl. 20-21;0.89580;0.89580;0.60251;0.48201;0.89580
2023-10-29 Kl. 21-22;0.82168;0.82168;0.50524;0.40419;0.82168
2023-10-29 Kl. 22-23;0.76744;0.76744;0.44658;0.35726;0.76744
2023-10-30 Kl. 00-01;0.27355;0.27355;0.29949;0.21884;0.29949
2023-10-30 Kl. 01-02;0.18541;0.18541;0.28313;0.14845;0.28313
2023-10-30 Kl. 02-03;0.17465;0.17465;0.27650;0.14845;0.27650
2023-10-30 Kl. 03-04;0.17038;0.17038;0.27516;0.14845;0.27516
2023-10-30 Kl. 04-05;0.29816;0.29816;0.29816;0.20410;0.29816
2023-10-30 Kl. 05-06;0.71894;0.71894;0.37082;0.29666;0.71894
2023-10-30 Kl. 06-07;0.87414;0.87414;0.87414;0.69931;0.87414
2023-10-30 Kl. 07-08;1.13693;1.13693;1.13693;0.90954;1.13693
2023-10-30 Kl. 08-09;1.20796;1.20796;1.20796;0.96637;1.20796
2023-10-30 Kl. 09-10;1.13855;1.13855;1.13855;0.91084;1.13855
2023-10-30 Kl. 10-11;1.09109;1.09109;1.09109;0.87287;1.09109
2023-10-30 Kl. 11-12;1.06589;1.06589;1.06589;0.85271;1.06589
2023-10-30 Kl. 12-13;1.04688;1.04688;1.04688;0.83750;1.04688
2023-10-30 Kl. 13-14;1.07325;1.07325;1.07325;0.85860;1.07325
2023-10-30 Kl. 14-15;1.19588;1.19588;1.19588;0.95670;1.19588
2023-10-30 Kl. 15-16;1.30804;1.30804;1.30804;1.04643;1.30804
2023-10-30 Kl. 16-17;1.40458;1.40458;1.40458;1.12366;1.40458
2023-10-30 Kl. 17-18;1.59279;1.59279;1.59279;1.27423;1.59279
2023-10-30 Kl. 18-19;1.48505;1.48505;1.30921;1.04737;1.48505
2023-10-30 Kl. 19-20;1.27533;1.27533;1.06765;0.85412;1.27533
2023-10-30 Kl. 20-21;1.15431;1.15431;0.91453;0.73162;1.15431
2023-10-30 Kl. 21-22;1.13766;1.13766;0.67767;0.54214;1.13766
2023-10-30 Kl. 22-23;1.16846;1.16846;0.50494;0.40395;1.16846
2023-10-30 Kl. 23-00;1.17333;1.17333;0.41150;0.32920;1.17333
2023-10-31 Kl. 00-01;1.16296;1.16296;0.43596;0.34877;1.16296
2023-10-31 Kl. 01-02;1.10295;1.10295;0.43655;0.34924;1.10295
2023-10-31 Kl. 02-03;1.02703;1.02703;0.44054;0.35243;1.02703
2023-10-31 Kl. 03-04;0.95538;0.95538;0.44983;0.35986;0.95538
2023-10-31 Kl. 04-05;0.92589;0.92589;0.44171;0.35337;0.92589
2023-10-31 Kl. 05-06;1.01641;1.01641;0.50733;0.40586;1.01641
2023-10-31 Kl. 06-07;1.17829;1.17829;0.57544;0.46035;1.17829
2023-10-31 Kl. 07-08;1.53420;1.53420;0.56143;0.44914;1.53420
2023-10-31 Kl. 08-09;1.54319;1.54319;0.58045;0.46436;1.54319
2023-10-31 Kl. 09-10;1.43571;1.43571;0.57941;0.46353;1.43571
2023-10-31 Kl. 10-11;1.32868;1.32868;0.62836;0.50269;1.32868
2023-10-31 Kl. 11-12;1.45650;1.45650;0.58119;0.46495;1.45650
2023-10-31 Kl. 12-13;1.45001;1.45001;0.56261;0.45009;1.45001
2023-10-31 Kl. 13-14;1.39679;1.39679;0.54624;0.43699;1.39679
2023-10-31 Kl. 14-15;1.49970;1.49970;0.51469;0.41175;1.49970
2023-10-31 Kl. 15-16;1.67882;1.67882;0.46677;0.31728;1.67882
2023-10-31 Kl. 16-17;1.92814;1.92814;0.44614;0.30489;1.92814
2023-10-31 Kl. 17-18;2.30926;2.30926;0.44230;0.29652;2.30926
2023-10-31 Kl. 18-19;2.45536;2.45536;0.44569;0.29475;2.45536
2023-10-31 Kl. 19-20;1.39429;1.39429;0.44347;0.26125;1.39429
2023-10-31 Kl. 20-21;1.33000;1.33000;0.46368;0.23318;1.33000
2023-10-31 Kl. 21-22;1.30878;1.30878;0.44629;0.20888;1.30878
2023-10-31 Kl. 22-23;1.23550;1.23550;0.46309;0.18152;1.23550
2023-10-31 Kl. 23-00;1.17933;1.17933;0.43626;0.17987;1.17933
2023-11-01 Kl. 00-01;1.03315;1.03315;0.36224;0.18674;1.03315
2023-11-01 Kl. 01-02;0.97320;0.97320;0.32900;0.18532;0.97320
2023-11-01 Kl. 02-03;0.90211;0.90211;0.29516;0.18449;0.90211
2023-11-01 Kl. 03-04;0.87525;0.87525;0.28048;0.18389;0.87525
2023-11-01 Kl. 04-05;0.87466;0.87466;0.27558;0.18378;0.87466
2023-11-01 Kl. 05-06;0.94308;0.94308;0.30734;0.18295;0.94308
2023-11-01 Kl. 06-07;1.03849;1.03849;0.36744;0.19221;1.03849
2023-11-01 Kl. 07-08;1.14964;1.14964;0.42546;0.20384;1.14964
2023-11-01 Kl. 08-09;1.12396;1.12396;0.49135;0.22331;1.12396
2023-11-01 Kl. 09-10;1.02736;1.02736;0.49179;0.22545;1.02736
2023-11-01 Kl. 10-11;0.94055;0.94055;0.49001;0.22746;0.94055
2023-11-01 Kl. 11-12;0.85759;0.85759;0.45425;0.23043;0.85759
2023-11-01 Kl. 12-13;0.82286;0.82286;0.42931;0.22960;0.82286
2023-11-01 Kl. 13-14;0.85508;0.85508;0.44415;0.22545;0.85508
2023-11-01 Kl. 14-15;0.94871;0.94871;0.44935;0.22153;0.94871
2023-11-01 Kl. 15-16;1.00763;1.00763;0.48926;0.21939;1.00763
2023-11-01 Kl. 16-17;1.05185;1.05185;0.44846;0.22711;1.05185
2023-11-01 Kl. 17-18;1.09518;1.09518;0.42575;0.24029;1.09518
2023-11-01 Kl. 18-19;1.05496;1.05496;0.43451;0.23589;1.05496
2023-11-01 Kl. 19-20;0.96414;0.96414;0.38584;0.23376;0.96414
2023-11-01 Kl. 20-21;0.84469;0.84469;0.35675;0.23233;0.84469
2023-11-01 Kl. 21-22;0.78146;0.78146;0.29754;0.23803;0.78146
2023-11-01 Kl. 22-23;0.74199;0.74199;0.28359;0.22687;0.74199
2023-11-01 Kl. 23-00;0.71959;0.71959;0.25480;0.20123;0.71959
2023-11-02 Kl. 00-01;0.68620;0.68620;0.29845;0.23876;0.68620
2023-11-02 Kl. 01-02;0.65043;0.65043;0.25086;0.20069;0.65043
2023-11-02 Kl. 02-03;0.60549;0.60549;0.22957;0.18366;0.60549
2023-11-02 Kl. 03-04;0.40119;0.40119;0.22750;0.18200;0.40119
2023-11-02 Kl. 04-05;0.23105;0.23105;0.23105;0.18484;0.23105
2023-11-02 Kl. 05-06;0.65058;0.65058;0.31605;0.25284;0.65058
2023-11-02 Kl. 06-07;0.82101;0.82101;0.51088;0.40870;0.82101
2023-11-02 Kl. 07-08;1.00786;1.00786;0.50481;0.40385;1.00786
2023-11-02 Kl. 08-09;1.12184;1.12184;0.53039;0.42431;1.12184
2023-11-02 Kl. 09-10;1.02235;1.02235;0.56750;0.45400;1.02235
2023-11-02 Kl. 10-11;0.91665;0.91665;0.57518;0.46014;0.91665
2023-11-02 Kl. 11-12;0.91162;0.91162;0.58479;0.46783;0.91162
2023-11-02 Kl. 12-13;0.90424;0.90424;0.58301;0.46641;0.90424
2023-11-02 Kl. 13-14;0.90379;0.90379;0.55641;0.44513;0.90379
2023-11-02 Kl. 14-15;0.94740;0.94740;0.52788;0.42230;0.94740
2023-11-02 Kl. 15-16;0.93735;0.93735;0.55020;0.44016;0.93735
2023-11-02 Kl. 16-17;0.95405;0.95405;0.52448;0.41958;0.95405
2023-11-02 Kl. 17-18;0.93276;0.93276;0.52493;0.41994;0.93276
2023-11-02 Kl. 18-19;0.91503;0.91503;0.50141;0.40113;0.91503
2023-11-02 Kl. 19-20;0.89508;0.89508;0.46904;0.37523;0.89508
2023-11-02 Kl. 20-21;0.87600;0.87600;0.39588;0.31670;0.87600
2023-11-02 Kl. 21-22;0.87201;0.87201;0.34074;0.27259;0.87201
2023-11-02 Kl. 22-23;0.86048;0.86048;0.30969;0.24775;0.86048
2023-11-02 Kl. 23-00;0.81703;0.81703;0.28604;0.22883;0.81703
2023-11-03 Kl. 00-01;0.66339;0.66339;0.22529;0.18023;0.66339
2023-11-03 Kl. 01-02;0.32805;0.32805;0.17034;0.13627;0.32805
2023-11-03 Kl. 02-03;0.15326;0.15326;0.15564;0.12451;0.15564
2023-11-03 Kl. 03-04;0.08763;0.08763;0.15460;0.12368;0.15460
2023-11-03 Kl. 04-05;0.14925;0.14925;0.15534;0.12427;0.15534
2023-11-03 Kl. 05-06;0.53404;0.53404;0.25559;0.20447;0.53404
2023-11-03 Kl. 06-07;0.79556;0.79556;0.26925;0.21540;0.79556
2023-11-03 Kl. 07-08;0.91036;0.91036;0.29583;0.23666;0.91036
2023-11-03 Kl. 08-09;0.93560;0.93560;0.30444;0.24355;0.93560
2023-11-03 Kl. 09-10;0.92847;0.92847;0.30756;0.24605;0.92847
2023-11-03 Kl. 10-11;0.92625;0.92625;0.30549;0.24439;0.92625
2023-11-03 Kl. 11-12;0.90991;0.90991;0.30251;0.24201;0.90991
2023-11-03 Kl. 12-13;0.88749;0.88749;0.29939;0.23951;0.88749
2023-11-03 Kl. 13-14;0.87353;0.87353;0.28678;0.22942;0.87353
2023-11-03 Kl. 14-15;0.88585;0.88585;0.27296;0.21837;0.88585
2023-11-03 Kl. 15-16;0.87828;0.87828;0.26449;0.21159;0.87828
2023-11-03 Kl. 16-17;0.90055;0.90055;0.25900;0.20720;0.90055
2023-11-03 Kl. 17-18;0.89580;0.89580;0.25826;0.20661;0.89580
2023-11-03 Kl. 18-19;0.90383;0.90383;0.24875;0.19900;0.90383
2023-11-03 Kl. 19-20;0.88838;0.88838;0.22455;0.17964;0.88838
2023-11-03 Kl. 20-21;0.85675;0.85675;0.18519;0.14815;0.85675
2023-11-03 Kl. 21-22;0.78903;0.78903;0.18236;0.14589;0.78903
2023-11-03 Kl. 22-23;0.67616;0.67616;0.18059;0.14447;0.67616
2023-11-03 Kl. 23-00;0.54681;0.54681;0.17584;0.14067;0.54681
2023-11-04 Kl. 00-01;0.67934;0.67934;0.15631;0.12505;0.67934
2023-11-04 Kl. 01-02;0.49211;0.49211;0.15498;0.12398;0.49211
2023-11-04 Kl. 02-03;0.46046;0.46046;0.15349;0.12279;0.46046
2023-11-04 Kl. 03-04;0.33789;0.33789;0.15275;0.12220;0.33789
2023-11-04 Kl. 04-05;0.29465;0.29465;0.15245;0.12196;0.29465
2023-11-04 Kl. 05-06;0.23640;0.23640;0.15111;0.12089;0.23640
2023-11-04 Kl. 06-07;0.24769;0.24769;0.15304;0.12243;0.24769
2023-11-04 Kl. 07-08;0.40059;0.40059;0.16078;0.12862;0.40059
2023-11-04 Kl. 08-09;0.51916;0.51916;0.16553;0.13242;0.51916
2023-11-04 Kl. 09-10;0.60385;0.60385;0.17058;0.13646;0.60385
2023-11-04 Kl. 10-11;0.61796;0.61796;0.17236;0.13789;0.61796
2023-11-04 Kl. 11-12;0.63238;0.63238;0.17102;0.13682;0.63238
2023-11-04 Kl. 12-13;0.61663;0.61663;0.16553;0.13242;0.61663
2023-11-04 Kl. 13-14;0.62748;0.62748;0.16345;0.13076;0.62748
2023-11-04 Kl. 14-15;0.63863;0.63863;0.16419;0.13135;0.63863
2023-11-04 Kl. 15-16;0.65526;0.65526;0.16568;0.13254;0.65526
2023-11-04 Kl. 16-17;0.67710;0.67710;0.16879;0.13503;0.67710
2023-11-04 Kl. 17-18;0.74768;0.74768;0.17118;0.13694;0.74768
2023-11-04 Kl. 18-19;0.72079;0.72079;0.17146;0.13717;0.72079
2023-11-04 Kl. 19-20;0.70103;0.70103;0.17295;0.13836;0.70103
2023-11-04 Kl. 20-21;0.64085;0.64085;0.16820;0.13456;0.64085
2023-11-04 Kl. 21-22;0.61113;0.61113;0.16611;0.13289;0.61113
2023-11-04 Kl. 22-23;0.53818;0.53818;0.16745;0.13396;0.53818
2023-11-04 Kl. 23-00;0.51856;0.51856;0.16598;0.13278;0.51856
2023-11-05 Kl. 00-01;0.59509;0.59509;0.17363;0.13890;0.59509
2023-11-05 Kl. 01-02;0.58560;0.58560;0.17274;0.13819;0.58560
2023-11-05 Kl. 02-03;0.54043;0.54043;0.17125;0.13700;0.54043
2023-11-05 Kl. 03-04;0.51731;0.51731;0.17244;0.13795;0.51731
2023-11-05 Kl. 04-05;0.49494;0.49494;0.17406;0.13925;0.49494
2023-11-05 Kl. 05-06;0.51716;0.51716;0.17540;0.14032;0.51716
2023-11-05 Kl. 06-07;0.54013;0.54013;0.17970;0.14376;0.54013
2023-11-05 Kl. 07-08;0.67775;0.67775;0.18221;0.14577;0.67775
2023-11-05 Kl. 08-09;0.74204;0.74204;0.22266;0.17813;0.74204
2023-11-05 Kl. 09-10;0.71300;0.71300;0.28354;0.22683;0.71300
2023-11-05 Kl. 10-11;0.72575;0.72575;0.35243;0.28194;0.72575
2023-11-05 Kl. 11-12;0.73938;0.73938;0.40531;0.32425;0.73938
2023-11-05 Kl. 12-13;0.68086;0.68086;0.43050;0.34440;0.68086
2023-11-05 Kl. 13-14;0.69004;0.69004;0.42931;0.34345;0.69004
2023-11-05 Kl. 14-15;0.70383;0.70383;0.47346;0.37877;0.70383
2023-11-05 Kl. 15-16;0.83300;0.83300;0.50235;0.40188;0.83300
2023-11-05 Kl. 16-17;0.93463;0.93463;0.62413;0.49930;0.93463
2023-11-05 Kl. 17-18;1.02529;1.02529;0.71923;0.57538;1.02529
2023-11-05 Kl. 18-19;1.00648;1.00648;0.69256;0.55405;1.00648
2023-11-05 Kl. 19-20;0.89966;0.89966;0.66368;0.53094;0.89966
2023-11-05 Kl. 20-21;0.78900;0.78900;0.54442;0.43554;0.78900
2023-11-05 Kl. 21-22;0.78649;0.78649;0.44724;0.35779;0.78649
2023-11-05 Kl. 22-23;0.76441;0.76441;0.39776;0.31821;0.76441
2023-11-05 Kl. 23-00;0.70011;0.70011;0.34710;0.25634;0.70011
2023-11-06 Kl. 00-01;0.72071;0.72071;0.39835;0.22518;0.72071
2023-11-06 Kl. 01-02;0.64323;0.64323;0.37465;0.20124;0.64323
2023-11-06 Kl. 02-03;0.64013;0.64013;0.37227;0.20041;0.64013
2023-11-06 Kl. 03-04;0.64486;0.64486;0.37569;0.19768;0.64486
2023-11-06 Kl. 04-05;0.65449;0.65449;0.37761;0.20076;0.65449
2023-11-06 Kl. 05-06;0.78456;0.78456;0.38961;0.30055;0.78456
2023-11-06 Kl. 06-07;0.89136;0.89136;0.89136;0.71309;0.89136
2023-11-06 Kl. 07-08;1.02959;1.02959;1.02959;0.82367;1.02959
2023-11-06 Kl. 08-09;1.23106;1.23106;1.23106;0.98485;1.23106
2023-11-06 Kl. 09-10;1.07906;1.07906;1.07906;0.86325;1.07906
2023-11-06 Kl. 10-11;0.91759;0.91759;0.91729;0.73383;0.91759
2023-11-06 Kl. 11-12;0.86248;0.86248;0.83670;0.66936;0.86248
2023-11-06 Kl. 12-13;0.88751;0.88751;0.85996;0.68797;0.88751
2023-11-06 Kl. 13-14;0.99225;0.99225;0.99225;0.79380;0.99225
2023-11-06 Kl. 14-15;1.15254;1.15254;1.15254;0.92203;1.15254
2023-11-06 Kl. 15-16;1.34054;1.34054;1.34054;1.07243;1.34054
2023-11-06 Kl. 16-17;1.61356;1.61356;1.61356;1.29085;1.61356
2023-11-06 Kl. 17-18;1.98036;1.98036;1.98036;1.58429;1.98036
2023-11-06 Kl. 18-19;2.16673;2.16673;2.16673;1.73338;2.16673
2023-11-06 Kl. 19-20;1.41445;1.41445;1.41445;1.13156;1.41445
2023-11-06 Kl. 20-21;1.16246;1.16246;1.16246;0.92997;1.16246
2023-11-06 Kl. 21-22;1.11018;1.11018;1.00914;0.80731;1.11018
2023-11-06 Kl. 22-23;1.10291;1.10291;0.66605;0.53284;1.10291
2023-11-06 Kl. 23-00;1.07906;1.07906;0.51983;0.41586;1.07906
2023-11-07 Kl. 00-01;1.13382;1.13382;0.59659;0.47727;1.13382
2023-11-07 Kl. 01-02;1.09416;1.09416;0.55633;0.44506;1.09416
2023-11-07 Kl. 02-03;1.01971;1.01971;0.51311;0.41049;1.01971
2023-11-07 Kl. 03-04;0.98197;0.98197;0.52658;0.42126;0.98197
2023-11-07 Kl. 04-05;1.02223;1.02223;0.59289;0.47431;1.02223
2023-11-07 Kl. 05-06;1.18059;1.18059;0.73881;0.59105;1.18059
2023-11-07 Kl. 06-07;1.26746;1.26746;1.26746;1.01397;1.26746
2023-11-07 Kl. 07-08;1.90445;1.90445;1.90445;1.52356;1.90445
2023-11-07 Kl. 08-09;1.94723;1.94723;1.94723;1.55778;1.94723
2023-11-07 Kl. 09-10;1.61719;1.61719;1.61719;1.29375;1.61719
2023-11-07 Kl. 10-11;1.42611;1.42611;1.42611;1.14089;1.42611
2023-11-07 Kl. 11-12;1.27545;1.27545;1.27545;1.02036;1.27545
2023-11-07 Kl. 12-13;1.23639;1.23639;1.23639;0.98911;1.23639
2023-11-07 Kl. 13-14;1.27146;1.27146;1.27146;1.01717;1.27146
2023-11-07 Kl. 14-15;1.39815;1.39815;1.39815;1.11852;1.39815
2023-11-07 Kl. 15-16;1.46534;1.46534;1.46534;1.17227;1.46534
2023-11-07 Kl. 16-17;1.62236;1.62236;1.62236;1.29789;1.62236
2023-11-07 Kl. 17-18;1.96646;1.96646;1.96646;1.57317;1.96646
2023-11-07 Kl. 18-19;2.14214;2.14214;2.14214;1.71371;2.14214
2023-11-07 Kl. 19-20;1.45365;1.45365;1.45365;1.16292;1.45365
2023-11-07 Kl. 20-21;1.25489;1.25489;1.25489;1.00391;1.25489
2023-11-07 Kl. 21-22;1.19673;1.19673;1.19673;0.95738;1.19673
2023-11-07 Kl. 22-23;1.15603;1.15603;0.92055;0.73644;1.15603
2023-11-07 Kl. 23-00;1.06589;1.06589;0.70151;0.56121;1.06589
2023-11-08 Kl. 00-01;1.05245;1.05245;0.59495;0.47596;1.05245
2023-11-08 Kl. 01-02;1.07438;1.07438;0.55724;0.44579;1.07438
2023-11-08 Kl. 02-03;1.00266;1.00266;0.53606;0.42885;1.00266
2023-11-08 Kl. 03-04;0.95154;0.95154;0.52593;0.42074;0.95154
2023-11-08 Kl. 04-05;0.97345;0.97345;0.55216;0.44173;0.97345
2023-11-08 Kl. 05-06;1.07438;1.07438;0.67873;0.54298;1.07438
2023-11-08 Kl. 06-07;1.12029;1.12029;1.12029;0.89623;1.12029
2023-11-08 Kl. 07-08;1.28099;1.28099;1.28099;1.02479;1.28099
2023-11-08 Kl. 08-09;1.51861;1.51861;1.51861;1.21489;1.51861
2023-11-08 Kl. 09-10;1.35254;1.35254;1.35254;1.08203;1.35254
2023-11-08 Kl. 10-11;1.23328;1.23328;1.23328;0.98662;1.23328
2023-11-08 Kl. 11-12;1.17544;1.17544;1.17544;0.94035;1.17544
2023-11-08 Kl. 12-13;1.12864;1.12864;1.12864;0.90291;1.12864
2023-11-08 Kl. 13-14;1.13415;1.13415;1.13415;0.90732;1.13415
2023-11-08 Kl. 14-15;1.20108;1.20108;1.20108;0.96086;1.20108
2023-11-08 Kl. 15-16;1.19974;1.19974;1.19974;0.95979;1.19974
2023-11-08 Kl. 16-17;1.23388;1.23388;1.23388;0.98710;1.23388
2023-11-08 Kl. 17-18;1.26698;1.26698;1.26698;1.01358;1.26698
2023-11-08 Kl. 18-19;1.17038;1.17038;1.17038;0.93630;1.17038
2023-11-08 Kl. 19-20;1.08271;1.08271;1.08271;0.86617;1.08271
2023-11-08 Kl. 20-21;1.01340;1.01340;0.88326;0.70661;1.01340
2023-11-08 Kl. 21-22;0.95348;0.95348;0.76131;0.60905;0.95348
2023-11-08 Kl. 22-23;0.93544;0.93544;0.59480;0.47584;0.93544
2023-11-08 Kl. 23-00;0.94319;0.94319;0.45735;0.36588;0.94319
2023-11-09 Kl. 00-01;0.96265;0.96265;0.49670;0.39736;0.96265
2023-11-09 Kl. 01-02;0.98848;0.98848;0.43923;0.35138;0.98848
2023-11-09 Kl. 02-03;1.01326;1.01326;0.40653;0.32522;1.01326
2023-11-09 Kl. 03-04;1.05670;1.05670;0.38190;0.30552;1.05670
2023-11-09 Kl. 04-05;1.10119;1.10119;0.38234;0.30587;1.10119
2023-11-09 Kl. 05-06;1.18540;1.18540;0.39773;0.31818;1.18540
2023-11-09 Kl. 06-07;1.25288;1.25288;0.47177;0.37742;1.25288
2023-11-09 Kl. 07-08;1.34933;1.34933;0.54045;0.43236;1.34933
2023-11-09 Kl. 08-09;1.75376;1.75376;0.55090;0.44072;1.75376
2023-11-09 Kl. 09-10;1.58685;1.58685;0.57090;0.45672;1.58685
2023-11-09 Kl. 10-11;1.44636;1.44636;0.57075;0.45660;1.44636
2023-11-09 Kl. 11-12;1.37156;1.37156;0.61166;0.48933;1.37156
2023-11-09 Kl. 12-13;1.30708;1.30708;0.62450;0.49960;1.30708
2023-11-09 Kl. 13-14;1.33559;1.33559;0.70408;0.56326;1.33559
2023-11-09 Kl. 14-15;1.45398;1.45398;0.76020;0.60816;1.45398
2023-11-09 Kl. 15-16;1.34111;1.34111;0.78066;0.62453;1.34111
2023-11-09 Kl. 16-17;1.37365;1.37365;0.68601;0.54881;1.37365
2023-11-09 Kl. 17-18;1.40934;1.40934;0.68720;0.54976;1.40934
2023-11-09 Kl. 18-19;1.39470;1.39470;0.64615;0.51692;1.39470
2023-11-09 Kl. 19-20;1.26586;1.26586;0.59673;0.47738;1.26586
2023-11-09 Kl. 20-21;1.20689;1.20689;0.58120;0.46496;1.20689
2023-11-09 Kl. 21-22;1.15808;1.15808;0.55433;0.44346;1.15808
2023-11-09 Kl. 22-23;1.14330;1.14330;0.49536;0.39629;1.14330
2023-11-09 Kl. 23-00;1.07805;1.07805;0.42489;0.33991;1.07805
2023-11-10 Kl. 00-01;0.98821;0.98821;0.41469;0.33175;0.98821
2023-11-10 Kl. 01-02;0.92014;0.92014;0.37349;0.29879;0.92014
2023-11-10 Kl. 02-03;0.82789;0.82789;0.35394;0.28315;0.82789
2023-11-10 Kl. 03-04;0.74654;0.74654;0.33975;0.27180;0.74654
2023-11-10 Kl. 04-05;0.85909;0.85909;0.33557;0.26846;0.85909
2023-11-10 Kl. 05-06;0.98583;0.98583;0.37275;0.29820;0.98583
2023-11-10 Kl. 06-07;1.09794;1.09794;0.44783;0.35826;1.09794
2023-11-10 Kl. 07-08;1.17810;1.17810;0.45619;0.36495;1.17810
2023-11-10 Kl. 08-09;1.21870;1.21870;0.47351;0.37881;1.21870
2023-11-10 Kl. 09-10;1.19675;1.19675;0.47052;0.37642;1.19675
2023-11-10 Kl. 10-11;1.18019;1.18019;0.45828;0.36662;1.18019
2023-11-10 Kl. 11-12;1.16466;1.16466;0.46067;0.36854;1.16466
2023-11-10 Kl. 12-13;1.15198;1.15198;0.45769;0.36615;1.15198
2023-11-10 Kl. 13-14;1.16555;1.16555;0.44797;0.35838;1.16555
2023-11-10 Kl. 14-15;1.23840;1.23840;0.42245;0.33796;1.23840
2023-11-10 Kl. 15-16;1.31379;1.31379;0.41141;0.32913;1.31379
2023-11-10 Kl. 16-17;1.31185;1.31185;0.49381;0.39505;1.31185
2023-11-10 Kl. 17-18;1.31185;1.31185;0.46261;0.37009;1.31185
2023-11-10 Kl. 18-19;1.31931;1.31931;0.44679;0.35743;1.31931
2023-11-10 Kl. 19-20;1.30229;1.30229;0.41619;0.33295;1.30229
2023-11-10 Kl. 20-21;1.27065;1.27065;0.37035;0.29628;1.27065
2023-11-10 Kl. 21-22;1.25348;1.25348;0.33916;0.27133;1.25348
2023-11-10 Kl. 22-23;1.25154;1.25154;0.32871;0.26297;1.25154
2023-11-10 Kl. 23-00;1.23496;1.23496;0.29049;0.23239;1.23496
2023-11-11 Kl. 00-01;1.22106;1.22106;0.30110;0.24005;1.22106
2023-11-11 Kl. 01-02;1.19938;1.19938;0.30125;0.24100;1.19938
2023-11-11 Kl. 02-03;1.19416;1.19416;0.29739;0.23791;1.19416
2023-11-11 Kl. 03-04;1.19224;1.19224;0.29353;0.23482;1.19224
