"ISP","Area","Reserve Type","Type of Product","Direction","Offered (MW)","Activated (MW)","Unavailable (MW)"
"06/01/2024 04:00:00","SCA|NO2","mFRR","Local","Down","4232.00","0.00"," "
"06/01/2024 05:00:00","SCA|NO2","mFRR","Local","Up","1623.00","0.00"," "
"06/01/2024 05:00:00","SCA|NO2","mFRR","Local","Down","4326.00","0.00"," "
"06/01/2024 06:00:00","SCA|NO2","mFRR","Local","Up","1558.25","0.00"," "
"06/01/2024 06:00:00","SCA|NO2","mFRR","Local","Down","4395.00","0.00"," "
"06/01/2024 07:00:00","SCA|NO2","mFRR","Local","Up","1181.00","0.00"," "
"06/01/2024 07:00:00","SCA|NO2","mFRR","Local","Down","4605.00","0.00"," "
"06/01/2024 08:00:00","SCA|NO2","mFRR","Local","Up","1068.00","0.00"," "
"06/01/2024 08:00:00","SCA|NO2","mFRR","Local","Down","4703.00","0.00"," "
"06/01/2024 09:00:00","SCA|NO2","mFRR","Local","Up","1005.00","0.00"," "
"06/01/2024 09:00:00","SCA|NO2","mFRR","Local","Down","4889.00","0.00"," "
"06/01/2024 10:00:00","SCA|NO2","mFRR","Local","Up","1001.00","0.00"," "
"06/01/2024 10:00:00","SCA|NO2","mFRR","Local","Down","4924.00","10.00"," "
"06/01/2024 11:00:00","SCA|NO2","mFRR","Local","Up","1000.00","174.50"," "
"06/01/2024 11:00:00","SCA|NO2","mFRR","Local","Down","4925.00","0.00"," "
"06/01/2024 12:00:00","SCA|NO2","mFRR","Local","Up","1021.00","285.00"," "
"06/01/2024 12:00:00","SCA|NO2","mFRR","Local","Down","4927.00","0.00"," "
"06/01/2024 13:00:00","SCA|NO2","mFRR","Local","Up","1023.00","239.00"," "
"06/01/2024 13:00:00","SCA|NO2","mFRR","Local","Down","4954.00","0.00"," "
"06/01/2024 14:00:00","SCA|NO2","mFRR","Local","Up","1014.00","0.00"," "
"06/01/2024 14:00:00","SCA|NO2","mFRR","Local","Down","4961.00","0.00"," "
"06/01/2024 15:00:00","SCA|NO2","mFRR","Local","Up","1012.00","0.00"," "
"06/01/2024 15:00:00","SCA|NO2","mFRR","Local","Down","4963.00","0.00"," "
"06/01/2024 16:00:00","SCA|NO2","mFRR","Local","Up","1001.00","242.25"," "
"06/01/2024 16:00:00","SCA|NO2","mFRR","Local","Down","4984.00","0.00"," "
"06/01/2024 17:00:00","SCA|NO2","mFRR","Local","Up","1000.00","520.00"," "
"06/01/2024 17:00:00","SCA|NO2","mFRR","Local","Down","5012.00","0.00"," "
"06/01/2024 18:00:00","SCA|NO2","mFRR","Local","Up","1000.00","519.00"," "
"06/01/2024 18:00:00","SCA|NO2","mFRR","Local","Down","5014.00","0.00"," "
"06/01/2024 19:00:00","SCA|NO2","mFRR","Local","Up","981.00","450.00"," "
"06/01/2024 19:00:00","SCA|NO2","mFRR","Local","Down","5006.00","0.00"," "
"06/01/2024 20:00:00","SCA|NO2","mFRR","Local","Up","983.00","268.00"," "
"06/01/2024 20:00:00","SCA|NO2","mFRR","Local","Down","4879.00","0.00"," "
"06/01/2024 21:00:00","SCA|NO2","mFRR","Local","Up","1007.50","112.50"," "
"06/01/2024 21:00:00","SCA|NO2","mFRR","Local","Down","4729.00","0.00"," "
"06/01/2024 22:00:00","SCA|NO2","mFRR","Local","Up","1194.50","0.00"," "
"06/01/2024 22:00:00","SCA|NO2","mFRR","Local","Down","4665.00","0.00"," "
"06/01/2024 23:00:00","SCA|NO2","mFRR","Local","Up","1454.75","0.00"," "
"06/01/2024 23:00:00","SCA|NO2","mFRR","Local","Down","4401.00","0.00"," "
"07/01/2024 00:00:00","SCA|NO2","mFRR","Local","Up","1141.00","127.50"," "
"07/01/2024 00:00:00","SCA|NO2","mFRR","Local","Down","4860.00","0.00"," "
"07/01/2024 01:00:00","SCA|NO2","mFRR","Local","Up","1285.00","264.50"," "
"07/01/2024 01:00:00","SCA|NO2","mFRR","Local","Down","4959.00","0.00"," "
"07/01/2024 02:00:00","SCA|NO2","mFRR","Local","Up","1621.00","127.50"," "
